IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
427701241,25283002,,427700277,Congenital dysplasia,Morphological_Abnormalitiy_PID,0
427701242,71072006,,427700277,Angiodysplasia,Morphological_Abnormalitiy_PID,0
427701243,399466007,,427700277,Transitional cell dysplasia,Morphological_Abnormalitiy_PID,0
427701244,57045007,,427700277,Moderate dysplasia,Morphological_Abnormalitiy_PID,0
427701245,103675006,,427700277,Focal dysplasia,Morphological_Abnormalitiy_PID,0
427701246,103676007,,427700277,Diffuse dysplasia,Morphological_Abnormalitiy_PID,0
427701247,125542003,,427700279,Focal metaplasia,Morphological_Abnormalitiy_PID,0
427701248,48418005,,427700279,Luteinization,Morphological_Abnormalitiy_PID,0
427701249,57597008,,427700279,Adenosis,Morphological_Abnormalitiy_PID,0
427701250,82513007,,427700279,Myeloid metaplasia,Morphological_Abnormalitiy_PID,0
427701251,277163006,,427700279,Metaplastic polyp,Morphological_Abnormalitiy_PID,0
427701252,112671001,,427700279,Cartilaginous metaplasia,Morphological_Abnormalitiy_PID,0
427701253,70821008,,427700279,Endothelial metaplasia,Morphological_Abnormalitiy_PID,0
427701254,41800009,,427700279,Thecal change,Morphological_Abnormalitiy_PID,0
427701255,80543004,,427700279,Hyperthecosis,Morphological_Abnormalitiy_PID,0
427701256,6120000,,427700279,Oncocytic metaplasia,Morphological_Abnormalitiy_PID,0
427701257,38109001,,427700279,Osseous metaplasia,Morphological_Abnormalitiy_PID,0
427701258,13018008,,427700279,Neovascularization,Morphological_Abnormalitiy_PID,0
427701259,61635003,,427700279,Glandular metaplasia,Morphological_Abnormalitiy_PID,0
427701260,125543008,,427700279,Diffuse metaplasia,Morphological_Abnormalitiy_PID,0
427701261,125545001,,427700279,Precancerous metaplasia,Morphological_Abnormalitiy_PID,0
427701262,54725001,,427700279,Epithelial metaplasia,Morphological_Abnormalitiy_PID,0
427701263,400089003,,427700279,Synovial metaplasia,Morphological_Abnormalitiy_PID,0
427701264,125544002,,427700279,Atypical metaplasia,Morphological_Abnormalitiy_PID,0
427701265,128416000,,427700282,Impaired mineralization,Morphological_Abnormalitiy_PID,0
427701266,45486003,,427700282,Aplasia,Morphological_Abnormalitiy_PID,0
427701267,73728008,,427700282,Maturation acceleration,Morphological_Abnormalitiy_PID,0
427701268,50353005,,427700282,Maturation deceleration,Morphological_Abnormalitiy_PID,0
427701269,80286003,,427700282,Atavism,Morphological_Abnormalitiy_PID,0
427701270,89945005,,427700282,Dedifferentiation,Morphological_Abnormalitiy_PID,0
427701271,55199003,,427700282,Hypoplasia,Morphological_Abnormalitiy_PID,0
427701272,103669002,,427700285,Diffuse hypertrophy,Morphological_Abnormalitiy_PID,0
427701273,125520004,,427700285,Focal hypertrophy,Morphological_Abnormalitiy_PID,0
427701274,13814009,,427700285,Hypertrophy of bone,Morphological_Abnormalitiy_PID,0
427701275,123750006,,427700285,Asymmetric hypertrophy,Morphological_Abnormalitiy_PID,0
427701276,123675000,,427700285,Nucleolar hypertrophy,Morphological_Abnormalitiy_PID,0
427701277,11650005,,427700285,Giant hypertrophy,Morphological_Abnormalitiy_PID,0
427701278,81155006,,427700285,Hypertrophic granulation tissue,Morphological_Abnormalitiy_PID,0
427701279,125522007,,427700285,Chronic hypertrophy,Morphological_Abnormalitiy_PID,0
427701280,34344004,,427700285,Concentric hypertrophy,Morphological_Abnormalitiy_PID,0
427701281,28543008,,427700285,Visceromegaly,Morphological_Abnormalitiy_PID,0
427701282,75863009,,427700285,Primary hypertrophy,Morphological_Abnormalitiy_PID,0
427701283,7744000,,427700285,Congestive hypertrophy,Morphological_Abnormalitiy_PID,0
427701284,103670001,,427700285,Nodular hypertrophy,Morphological_Abnormalitiy_PID,0
427701285,81586006,,427700285,Physiologic hypertrophy,Morphological_Abnormalitiy_PID,0
427701286,90141005,,427700285,Congenital hypertrophy,Morphological_Abnormalitiy_PID,0
427701287,112667004,,427700285,Hypertrophy of cartilage,Morphological_Abnormalitiy_PID,0
427701288,65865001,,427700285,Pseudohypertrophy,Morphological_Abnormalitiy_PID,0
427701289,125521000,,427700285,Acute hypertrophy,Morphological_Abnormalitiy_PID,0
427701290,9235006,,427700285,Eccentric hypertrophy,Morphological_Abnormalitiy_PID,0
427701291,26860003,,427700285,Secondary hypertrophy,Morphological_Abnormalitiy_PID,0
427701292,62047007,,427700287,Hyperplastic polyp,Morphological_Abnormalitiy_PID,0
427701293,23620008,,427700287,Acanthosis,Morphological_Abnormalitiy_PID,0
427701294,79521008,,427700287,Papillary hyperplasia,Morphological_Abnormalitiy_PID,0
427701295,43961000,,427700287,Lymphoid hyperplasia,Morphological_Abnormalitiy_PID,0
427701296,67617000,,427700287,Intraductal hyperplasia,Morphological_Abnormalitiy_PID,0
427701297,84050003,,427700287,Glandular and stromal hyperplasia,Morphological_Abnormalitiy_PID,0
427701298,31390008,,427700287,Epithelial hyperplasia,Morphological_Abnormalitiy_PID,0
427701299,110444002,,427700287,Atypical melanocytic hyperplasia,Morphological_Abnormalitiy_PID,0
427701300,112669001,,427700287,Pseudoepitheliomatous hyperplasia,Morphological_Abnormalitiy_PID,0
427701301,55775007,,427700287,Basosquamous acanthoma,Morphological_Abnormalitiy_PID,0
427701302,69943009,,427700287,Pachyderma,Morphological_Abnormalitiy_PID,0
427701303,125528006,,427700287,Precancerous hyperplasia,Morphological_Abnormalitiy_PID,0
427701304,68585008,,427700287,Primary hyperplasia,Morphological_Abnormalitiy_PID,0
427701305,125523002,,427700287,Focal hyperplasia,Morphological_Abnormalitiy_PID,0
427701306,25672001,,427700287,Bilateral hyperplasia,Morphological_Abnormalitiy_PID,0
427701307,33889003,,427700287,Atypical lobular hyperplasia,Morphological_Abnormalitiy_PID,0
427701308,9435009,,427700287,Senile hyperplasia,Morphological_Abnormalitiy_PID,0
427701309,36195005,,427700287,Nodular hyperplasia,Morphological_Abnormalitiy_PID,0
427701310,125541005,,427700287,Mast cell hyperplasia,Morphological_Abnormalitiy_PID,0
427701311,125524008,,427700287,Diffuse hyperplasia,Morphological_Abnormalitiy_PID,0
427701312,32416003,,427700287,Atypical hyperplasia,Morphological_Abnormalitiy_PID,0
427701313,80543004,,427700287,Hyperthecosis,Morphological_Abnormalitiy_PID,0
427701314,6660000,,427700287,Atypical intraductal hyperplasia,Morphological_Abnormalitiy_PID,0
427701315,125526005,,427700287,Partial hyperplasia,Morphological_Abnormalitiy_PID,0
427701316,125527001,,427700287,Disseminated hyperplasia,Morphological_Abnormalitiy_PID,0
427701317,89196006,,427700287,Reticuloendothelial cell hyperplasia,Morphological_Abnormalitiy_PID,0
427701318,82507003,,427700287,Mesothelial hyperplasia,Morphological_Abnormalitiy_PID,0
427701319,89855005,,427700287,Basal cell hyperplasia,Morphological_Abnormalitiy_PID,0
427701320,123676004,,427700287,Mitochondrial hyperplasia,Morphological_Abnormalitiy_PID,0
427701321,40318005,,427700287,Adenomatous nodule,Morphological_Abnormalitiy_PID,0
427701322,50493007,,427700287,Congenital hyperplasia,Morphological_Abnormalitiy_PID,0
427701323,83902005,,427700287,Fibroepithelial hyperplasia,Morphological_Abnormalitiy_PID,0
427701324,42218003,,427700287,Melanocytic hyperplasia,Morphological_Abnormalitiy_PID,0
427701325,26996000,,427700287,Hyperkeratosis,Morphological_Abnormalitiy_PID,0
427701326,4684005,,427700287,Mesonephric duct hyperplasia,Morphological_Abnormalitiy_PID,0
427701327,86415001,,427700287,Lobular hyperplasia,Morphological_Abnormalitiy_PID,0
427701328,5755004,,427700287,Cystic hyperplasia,Morphological_Abnormalitiy_PID,0
427701329,125525009,,427700287,Multifocal hyperplasia,Morphological_Abnormalitiy_PID,0
427701330,33387006,,427700287,Intracystic hyperplasia,Morphological_Abnormalitiy_PID,0
427701331,35872008,,427700287,Secondary hyperplasia,Morphological_Abnormalitiy_PID,0
427701332,20893004,,427700287,Polypoid hyperplasia,Morphological_Abnormalitiy_PID,0
427701333,38444007,,427700287,Blood vessel hyperplasia,Morphological_Abnormalitiy_PID,0
427701334,42117003,,427700289,Ulcerated varices,Morphological_Abnormalitiy_PID,0
427701335,25845007,,427700289,Healing ulcer,Morphological_Abnormalitiy_PID,0
427701336,47656000,,427700289,Kissing ulcers,Morphological_Abnormalitiy_PID,0
427701337,38084005,,427700289,Stercoraceous ulcer,Morphological_Abnormalitiy_PID,0
427701338,42433008,,427700289,Recurrent ulcer,Morphological_Abnormalitiy_PID,0
427701339,15304008,,427700289,Factitial ulcer,Morphological_Abnormalitiy_PID,0
427701340,125316002,,427700289,Diffuse ulceration,Morphological_Abnormalitiy_PID,0
427701341,85982009,,427700289,Phagedenic ulcer,Morphological_Abnormalitiy_PID,0
427701342,125314004,,427700289,Penetrating ulcer,Morphological_Abnormalitiy_PID,0
427701343,63280002,,427700289,Dendritic ulcer,Morphological_Abnormalitiy_PID,0
427701344,413286007,,427700289,Linear ulcer,Morphological_Abnormalitiy_PID,0
427701345,125318001,,427700289,Multiple ulcers,Morphological_Abnormalitiy_PID,0
427701346,63219005,,427700289,Traumatic ulcer,Morphological_Abnormalitiy_PID,0
427701347,405719001,,427700289,Chronic ulcer,Morphological_Abnormalitiy_PID,0
427701348,125313005,,427700289,Healed ulcer,Morphological_Abnormalitiy_PID,0
427701349,35944002,,427700289,Radiation ulcer,Morphological_Abnormalitiy_PID,0
427701350,125315003,,427700289,Intractable ulcer,Morphological_Abnormalitiy_PID,0
427701351,15498001,,427700289,Superficial ulcer,Morphological_Abnormalitiy_PID,0
427701352,41605001,,427700289,Ulcerative inflammation,Morphological_Abnormalitiy_PID,0
427701353,125317006,,427700289,Cyclic ulcer,Morphological_Abnormalitiy_PID,0
427701354,409986001,,427700289,Tache noire,Morphological_Abnormalitiy_PID,0
427701355,413285006,,427700289,Cratered ulcer,Morphological_Abnormalitiy_PID,0
427701356,91182001,,427700289,Perforated ulcer,Morphological_Abnormalitiy_PID,0
427701357,26317001,,427700289,Acute ulcer,Morphological_Abnormalitiy_PID,0
427701358,45197007,,427700289,Focal ulcer,Morphological_Abnormalitiy_PID,0
427701359,55075001,,427700289,Bleeding ulcer,Morphological_Abnormalitiy_PID,0
427701360,110426005,,427700289,Aphtha,Morphological_Abnormalitiy_PID,0
427701361,41915009,,427700289,Stasis ulcer,Morphological_Abnormalitiy_PID,0
427701362,15074003,,427700289,Neurogenic ulcer,Morphological_Abnormalitiy_PID,0
427701363,125278009,,427700290,Focal telangiectasis,Morphological_Abnormalitiy_PID,0
427701364,125279001,,427700290,Diffuse telangiectasis,Morphological_Abnormalitiy_PID,0
427701365,30727005,,427700290,Capillary telangiectasia,Morphological_Abnormalitiy_PID,0
427701366,125280003,,427700290,Generalized telangiectasis,Morphological_Abnormalitiy_PID,0
427701367,396351009,,427700291,Congenital septal defect,Morphological_Abnormalitiy_PID,0
427701368,127962001,,427700292,Meckel's diverticulum,Morphological_Abnormalitiy_PID,0
427701369,48513004,,427700292,Pulsion diverticulum,Morphological_Abnormalitiy_PID,0
427701370,441901008,,427700292,Inverted diverticulum,Morphological_Abnormalitiy_PID,0
427701371,125285008,,427700292,Multiple diverticula,Morphological_Abnormalitiy_PID,0
427701372,75791009,,427700292,False diverticulum,Morphological_Abnormalitiy_PID,0
427701373,394000,,427700292,Abnormal trabeculation,Morphological_Abnormalitiy_PID,0
427701374,36731009,,427700292,Sacculation,Morphological_Abnormalitiy_PID,0
427701375,125284007,,427700292,Single diverticulum,Morphological_Abnormalitiy_PID,0
427701376,82037003,,427700292,Congenital diverticulum,Morphological_Abnormalitiy_PID,0
427701377,20464009,,427700292,Perforated diverticulum,Morphological_Abnormalitiy_PID,0
427701378,2570008,,427700292,Traction diverticulum,Morphological_Abnormalitiy_PID,0
427701379,18126004,,427700292,Diverticulitis,Morphological_Abnormalitiy_PID,0
427701380,21997005,,427700293,Massive disruption,Morphological_Abnormalitiy_PID,0
427701381,69966005,,427700293,Major disruption,Morphological_Abnormalitiy_PID,0
427701382,26927002,,427700293,Minor disruption,Morphological_Abnormalitiy_PID,0
427701383,125671007,,427700293,Rupture,Morphological_Abnormalitiy_PID,0
427701384,125120006,,427700294,Chronic collapse,Morphological_Abnormalitiy_PID,0
427701385,125122003,,427700294,Secondary collapse,Morphological_Abnormalitiy_PID,0
427701386,125119000,,427700294,Acute collapse,Morphological_Abnormalitiy_PID,0
427701387,125121005,,427700294,Primary collapse,Morphological_Abnormalitiy_PID,0
427701388,259009,,427700296,Fibrous body,Morphological_Abnormalitiy_PID,0
427701389,45619005,,427700296,Fibrin body,Morphological_Abnormalitiy_PID,0
427701390,9805008,,427700296,Rice body,Morphological_Abnormalitiy_PID,0
427701391,129262003,,427700296,Osteocartilagenous loose body,Morphological_Abnormalitiy_PID,0
427701392,125302007,,427700297,Recent embolus,Morphological_Abnormalitiy_PID,0
427701393,125305009,,427700297,Multiple emboli,Morphological_Abnormalitiy_PID,0
427701394,39404008,,427700297,Microembolus,Morphological_Abnormalitiy_PID,0
427701395,10690002,,427700297,Atheromatous embolus,Morphological_Abnormalitiy_PID,0
427701396,134296002,,427700297,Paradoxical embolism,Morphological_Abnormalitiy_PID,0
427701397,37778000,,427700297,Saddle embolus,Morphological_Abnormalitiy_PID,0
427701398,66807003,,427700297,Tissue embolus,Morphological_Abnormalitiy_PID,0
427701399,57978003,,427700297,Bone marrow embolus,Morphological_Abnormalitiy_PID,0
427701400,278323001,,427700297,Types of embolism,Morphological_Abnormalitiy_PID,0
427701401,85677004,,427700297,Oil embolus,Morphological_Abnormalitiy_PID,0
427701402,86501000,,427700297,Parasitic embolus,Morphological_Abnormalitiy_PID,0
427701403,74811007,,427700297,Valvular tissue embolus,Morphological_Abnormalitiy_PID,0
427701404,13713005,,427700297,Thromboembolus,Morphological_Abnormalitiy_PID,0
427701405,112646004,,427700297,Foreign body embolus,Morphological_Abnormalitiy_PID,0
427701406,125304008,,427700297,Massive embolus,Morphological_Abnormalitiy_PID,0
427701407,36207003,,427700297,Air embolus,Morphological_Abnormalitiy_PID,0
427701408,125303002,,427700297,Bland embolus,Morphological_Abnormalitiy_PID,0
427701409,72237000,,427700297,Septic embolus,Morphological_Abnormalitiy_PID,0
427701410,39961008,,427700297,Bone fragment embolus,Morphological_Abnormalitiy_PID,0
427701411,17289003,,427700297,Fat embolus,Morphological_Abnormalitiy_PID,0
427701412,88515007,,427700297,Diatom embolus,Morphological_Abnormalitiy_PID,0
427701413,125322006,,427700298,Enclosed cavity,Morphological_Abnormalitiy_PID,0
427701414,73707004,,427700298,Cavity with fluid level,Morphological_Abnormalitiy_PID,0
427701415,125323001,,427700298,Communicating cavity,Morphological_Abnormalitiy_PID,0
427701416,71327005,,427700298,Cavitated nodule,Morphological_Abnormalitiy_PID,0
427701417,125321004,,427700298,Ruptured cavity,Morphological_Abnormalitiy_PID,0
427701418,125320003,,427700298,Collapsed cavity,Morphological_Abnormalitiy_PID,0
427701419,75797008,,427700298,Syrinx,Morphological_Abnormalitiy_PID,0
427701420,123627005,,427700298,Inflammatory cavity,Morphological_Abnormalitiy_PID,0
427701421,58078003,,427700300,Tertiary sequestrum,Morphological_Abnormalitiy_PID,0
427701422,85953008,,427700300,Involucrum,Morphological_Abnormalitiy_PID,0
427701423,12560006,,427700300,Primary sequestrum,Morphological_Abnormalitiy_PID,0
427701424,61672009,,427700300,Secondary sequestrum,Morphological_Abnormalitiy_PID,0
427701425,81850003,,427700300,Congenital sequestration,Morphological_Abnormalitiy_PID,0
427701426,68135008,,427700302,Fibrous obliteration,Morphological_Abnormalitiy_PID,0
427701427,70996008,,427700304,Osseous ankylosis,Morphological_Abnormalitiy_PID,0
427701428,46465009,,427700304,Fibrous ankylosis,Morphological_Abnormalitiy_PID,0
427701429,123677008,,427700305,Fragmentation of myofilaments,Morphological_Abnormalitiy_PID,0
427701430,76570008,,427700307,Foreign body perforation,Morphological_Abnormalitiy_PID,0
427701431,15418000,,427700307,Spontaneous perforation,Morphological_Abnormalitiy_PID,0
427701432,43892002,,427700307,Perforating wound,Morphological_Abnormalitiy_PID,0
427701433,91182001,,427700307,Perforated ulcer,Morphological_Abnormalitiy_PID,0
427701434,259971003,,427700307,Inflammatory perforation,Morphological_Abnormalitiy_PID,0
427701435,111020002,,427700309,Posttraumatic webbing,Morphological_Abnormalitiy_PID,0
427701436,111019008,,427700309,Postinflammatory webbing,Morphological_Abnormalitiy_PID,0
427701437,43846000,,427700310,Sclerosis,Morphological_Abnormalitiy_PID,0
427701438,55425006,,427700311,Traumatic acquired absence,Morphological_Abnormalitiy_PID,0
427701439,61350003,,427700311,Surgical acquired absence,Morphological_Abnormalitiy_PID,0
427701440,58909005,,427700311,Amputated structure,Morphological_Abnormalitiy_PID,0
427701441,385297003,,427700313,Congenital deformity,Morphological_Abnormalitiy_PID,0
427701442,45056002,,427700313,Abnormal shortening,Morphological_Abnormalitiy_PID,0
427701443,76028007,,427700313,Abnormal elongation,Morphological_Abnormalitiy_PID,0
427701444,127561000,,427700313,Valgus deformity,Morphological_Abnormalitiy_PID,0
427701445,2559001,,427700313,Claw-shaped deformity,Morphological_Abnormalitiy_PID,0
427701446,88565003,,427700313,Flexion deformity,Morphological_Abnormalitiy_PID,0
427701447,127560004,,427700313,Acquired deformity,Morphological_Abnormalitiy_PID,0
427701448,34058006,,427700313,Bowing deformity,Morphological_Abnormalitiy_PID,0
427701449,46360000,,427700313,Abnormal curvature,Morphological_Abnormalitiy_PID,0
427701450,127562007,,427700313,Varus deformity,Morphological_Abnormalitiy_PID,0
427701451,90510001,,427700313,Extension deformity,Morphological_Abnormalitiy_PID,0
427701452,20601007,,427700313,Flattening deformity,Morphological_Abnormalitiy_PID,0
427701453,413198005,,427700313,Extrinsic deformity,Morphological_Abnormalitiy_PID,0
427701454,15690004,,427700313,Tortuosity,Morphological_Abnormalitiy_PID,0
427701455,50173008,,427700315,Complete obstruction,Morphological_Abnormalitiy_PID,0
427701456,56457002,,427700315,Congenital atresia,Morphological_Abnormalitiy_PID,0
427701457,37842001,,427700316,Antemortem blood clot,Morphological_Abnormalitiy_PID,0
427701458,22084008,,427700316,Postmortem blood clot,Morphological_Abnormalitiy_PID,0
427701459,76761008,,427700316,Chicken-fat blood clot,Morphological_Abnormalitiy_PID,0
427701460,396339007,,427700316,Thrombus,Morphological_Abnormalitiy_PID,0
427701461,52453001,,427700316,Fibrin blood clot,Morphological_Abnormalitiy_PID,0
427701462,49410006,,427700316,Currant-jelly blood clot,Morphological_Abnormalitiy_PID,0
427701463,57754000,,427700317,Varicose aneurysm,Morphological_Abnormalitiy_PID,0
427701464,11556006,,427700317,Arteriovenous aneurysm,Morphological_Abnormalitiy_PID,0
427701465,14889002,,427700317,Rasmussen's aneurysm,Morphological_Abnormalitiy_PID,0
427701466,51668007,,427700317,Mycotic aneurysm,Morphological_Abnormalitiy_PID,0
427701467,110421000,,427700317,Traumatic aneurysm,Morphological_Abnormalitiy_PID,0
427701468,72606009,,427700317,Congenital aneurysm,Morphological_Abnormalitiy_PID,0
427701469,85726003,,427700317,Mixed aneurysm,Morphological_Abnormalitiy_PID,0
427701470,43299000,,427700317,Miliary aneurysm,Morphological_Abnormalitiy_PID,0
427701471,85431000,,427700317,Fusiform aneurysm,Morphological_Abnormalitiy_PID,0
427701472,53672001,,427700317,Atherosclerotic aneurysm,Morphological_Abnormalitiy_PID,0
427701473,277195007,,427700317,Types of aneurysms,Morphological_Abnormalitiy_PID,0
427701474,125236003,,427700317,Berry aneurysm,Morphological_Abnormalitiy_PID,0
427701475,26845001,,427700317,Dissecting aneurysm,Morphological_Abnormalitiy_PID,0
427701476,14156004,,427700317,Racemose aneurysm,Morphological_Abnormalitiy_PID,0
427701477,87104008,,427700317,Microaneurysm,Morphological_Abnormalitiy_PID,0
427701478,125272005,,427700317,Expanding aneurysm,Morphological_Abnormalitiy_PID,0
427701479,52856002,,427700317,Cylindroid aneurysm,Morphological_Abnormalitiy_PID,0
427701480,125273000,,427700317,Calcified aneurysm,Morphological_Abnormalitiy_PID,0
427701481,48087001,,427700317,Lymphangiectasis,Morphological_Abnormalitiy_PID,0
427701482,125271003,,427700317,Thrombosed aneurysm,Morphological_Abnormalitiy_PID,0
427701483,125274006,,427700317,Multiple aneurysms,Morphological_Abnormalitiy_PID,0
427701484,22039006,,427700317,Ruptured aneurysm,Morphological_Abnormalitiy_PID,0
427701485,56828009,,427700317,Dissecting aneurysm with re-entry,Morphological_Abnormalitiy_PID,0
427701486,54002007,,427700317,Saccular aneurysm,Morphological_Abnormalitiy_PID,0
427701487,70984001,,427700317,Serpentine aneurysm,Morphological_Abnormalitiy_PID,0
427701488,60781000,,427700318,Saccular dilatation,Morphological_Abnormalitiy_PID,0
427701489,21980004,,427700318,Prestenotic dilatation,Morphological_Abnormalitiy_PID,0
427701490,110420004,,427700318,Duct ectasia,Morphological_Abnormalitiy_PID,0
427701491,45168009,,427700318,Cylindrical dilatation,Morphological_Abnormalitiy_PID,0
427701492,419008,,427700318,Functional dilatation,Morphological_Abnormalitiy_PID,0
427701493,58386005,,427700318,False dilatation,Morphological_Abnormalitiy_PID,0
427701494,125270002,,427700318,Reversible dilatation,Morphological_Abnormalitiy_PID,0
427701495,26269009,,427700318,Poststenotic dilatation,Morphological_Abnormalitiy_PID,0
427701496,57608002,,427700318,Compensatory hyperexpansion,Morphological_Abnormalitiy_PID,0
427701497,51632002,,427700318,Fusiform dilatation,Morphological_Abnormalitiy_PID,0
427701498,399989005,,427700318,Phlebectasia,Morphological_Abnormalitiy_PID,0
427701499,174637007,,427700318,Angiectasia,Morphological_Abnormalitiy_PID,0
427701500,125268006,,427700318,Chronic dilatation,Morphological_Abnormalitiy_PID,0
427701501,5314004,,427700318,Acute dilatation,Morphological_Abnormalitiy_PID,0
427701502,125269003,,427700318,Cystic dilatation,Morphological_Abnormalitiy_PID,0
427701503,73578008,,427700318,Hyperdistention,Morphological_Abnormalitiy_PID,0
427701504,58371004,,427700318,Congenital dilatation,Morphological_Abnormalitiy_PID,0
427701505,80766001,,427700319,Membranous obstruction,Morphological_Abnormalitiy_PID,0
427701506,54917008,,427700319,Chronic obstruction,Morphological_Abnormalitiy_PID,0
427701507,37854001,,427700319,Congenital obstruction,Morphological_Abnormalitiy_PID,0
427701508,68646005,,427700319,Valve formation obstruction,Morphological_Abnormalitiy_PID,0
427701509,738003,,427700319,Ball valve obstruction,Morphological_Abnormalitiy_PID,0
427701510,50173008,,427700319,Complete obstruction,Morphological_Abnormalitiy_PID,0
427701511,264537002,,427700319,Intravascular obstruction,Morphological_Abnormalitiy_PID,0
427701512,112644001,,427700319,Obstruction by angulation,Morphological_Abnormalitiy_PID,0
427701513,90738007,,427700319,Obstruction by torsion,Morphological_Abnormalitiy_PID,0
427701514,27266007,,427700319,Pseudo-obstruction,Morphological_Abnormalitiy_PID,0
427701515,4876008,,427700319,Acute obstruction,Morphological_Abnormalitiy_PID,0
427701516,27809005,,427700319,Progressive obstruction,Morphological_Abnormalitiy_PID,0
427701517,123628000,,427700319,Obstructive diverticulitis,Morphological_Abnormalitiy_PID,0
427701518,6582001,,427700319,Intrinsic obstruction,Morphological_Abnormalitiy_PID,0
427701519,371331001,,427700319,Dynamic obstruction,Morphological_Abnormalitiy_PID,0
427701520,82437005,,427700319,Extrinsic obstruction,Morphological_Abnormalitiy_PID,0
427701521,13705009,,427700319,Partial obstruction,Morphological_Abnormalitiy_PID,0
427701522,415582006,,427700319,Stenosis,Morphological_Abnormalitiy_PID,0
427701523,64091006,,427700319,Intermittent obstruction,Morphological_Abnormalitiy_PID,0
427701524,9196004,,427700322,Staghorn calculus,Morphological_Abnormalitiy_PID,0
427701525,63539008,,427700322,Calcium oxalate calculus,Morphological_Abnormalitiy_PID,0
427701526,42851001,,427700322,Struvite calculus,Morphological_Abnormalitiy_PID,0
427701527,7828002,,427700322,Xanthine calculus,Morphological_Abnormalitiy_PID,0
427701528,52322002,,427700322,Egg concretion,Morphological_Abnormalitiy_PID,0
427701529,89158005,,427700322,Fecalith,Morphological_Abnormalitiy_PID,0
427701530,125244003,,427700322,Multiple calculi,Morphological_Abnormalitiy_PID,0
427701531,125242004,,427700322,Faceted calculus,Morphological_Abnormalitiy_PID,0
427701532,43513001,,427700322,Multifaceted calculus,Morphological_Abnormalitiy_PID,0
427701533,5188001,,427700322,Round calculus,Morphological_Abnormalitiy_PID,0
427701534,115600008,,427700322,Brushite calculus,Morphological_Abnormalitiy_PID,0
427701535,43840006,,427700322,Opaque calculus,Morphological_Abnormalitiy_PID,0
427701536,66058000,,427700322,Lithiasis,Morphological_Abnormalitiy_PID,0
427701537,89753006,,427700322,Calcium calculus,Morphological_Abnormalitiy_PID,0
427701538,15588009,,427700322,Microlithiasis,Morphological_Abnormalitiy_PID,0
427701539,52990007,,427700322,Cystine calculus,Morphological_Abnormalitiy_PID,0
427701540,71208002,,427700322,Calcium oxalate and hydroxyapatite calculus,Morphological_Abnormalitiy_PID,0
427701541,53363001,,427700322,Calcium carbonate calculus,Morphological_Abnormalitiy_PID,0
427701542,70009005,,427700322,Non-opaque calculus,Morphological_Abnormalitiy_PID,0
427701543,71691005,,427700322,Pigment calculus,Morphological_Abnormalitiy_PID,0
427701544,77002004,,427700322,Mixed calculus,Morphological_Abnormalitiy_PID,0
427701545,91473003,,427700322,Calcium bilirubinate calculus,Morphological_Abnormalitiy_PID,0
427701546,60370000,,427700322,Cholesterol and calcium bilirubinate calculus,Morphological_Abnormalitiy_PID,0
427701547,76625009,,427700322,Apatite calculus,Morphological_Abnormalitiy_PID,0
427701548,125243009,,427700322,Single calculus,Morphological_Abnormalitiy_PID,0
427701549,81063005,,427700322,Cholesterol calculus,Morphological_Abnormalitiy_PID,0
427701550,44901006,,427700322,Sludge,Morphological_Abnormalitiy_PID,0
427701551,88295005,,427700322,Urate calculus,Morphological_Abnormalitiy_PID,0
427701552,73263002,,427700323,Intussusceptum,Morphological_Abnormalitiy_PID,0
427701553,37291000,,427700323,Eventration,Morphological_Abnormalitiy_PID,0
427701554,125258001,,427700323,Complete protrusion,Morphological_Abnormalitiy_PID,0
427701555,125256002,,427700323,Lateral protrusion,Morphological_Abnormalitiy_PID,0
427701556,35327006,,427700323,Intussusception,Morphological_Abnormalitiy_PID,0
427701557,414403008,,427700323,Hernia,Morphological_Abnormalitiy_PID,0
427701558,125255003,,427700323,Anterior protrusion,Morphological_Abnormalitiy_PID,0
427701559,112640005,,427700323,Hernia sac,Morphological_Abnormalitiy_PID,0
427701560,125257006,,427700323,Localized protrusion,Morphological_Abnormalitiy_PID,0
427701561,67908002,,427700323,Intussuscipiens,Morphological_Abnormalitiy_PID,0
427701562,73312000,,427700323,Eviscerated structure,Morphological_Abnormalitiy_PID,0
427701563,5734001,,427700323,Pressure groove,Morphological_Abnormalitiy_PID,0
427701564,5974001,,427700323,Pressure cone,Morphological_Abnormalitiy_PID,0
427701565,25751009,,427700324,Loss of fluid,Morphological_Abnormalitiy_PID,0
427701566,41699000,,427700324,Effusion,Morphological_Abnormalitiy_PID,0
427701567,85804007,,427700324,Congestion,Morphological_Abnormalitiy_PID,0
427701568,76676007,,427700324,Extravasation,Morphological_Abnormalitiy_PID,0
427701569,79654002,,427700324,Edema,Morphological_Abnormalitiy_PID,0
427701570,17672001,,427700324,Accumulation of fluid,Morphological_Abnormalitiy_PID,0
427701571,57690004,,427700325,Magnetic foreign body,Morphological_Abnormalitiy_PID,0
427701572,62720005,,427700325,Fungus ball,Morphological_Abnormalitiy_PID,0
427701573,397175005,,427700325,Foreign body in wound,Morphological_Abnormalitiy_PID,0
427701574,422108008,,427700325,Non-metallic foreign body,Morphological_Abnormalitiy_PID,0
427701575,10122001,,427700325,Accretion,Morphological_Abnormalitiy_PID,0
